34823,16130
34873,16125
34900,16106
34921,16074
34941,16046
34960,15997
34978,15949
34996,15864
35020,15784
35041,15718
35058,15617
35076,15538
35093,15451
35112,15358
35130,15227
35146,15121
35163,15009
,14763
35216,14592
35233,14407
35257,14260
35273,14108
35291,13896
35308,
35328,13512
35345,13339
35365,13165
35381,12985
35399,12803
35412,12624
35427,12443
35438,12321
35449,12198
35460,12076
35470,11954
35484,11767
35496,11641
35506,11513
35519,11384
35530,11195
35550,10933
35568,10796
35579,10595
35590,10456
35599,10313
35609,10170
35619,10022
35630,9867
35641,9715
35651,9554
35663,9395
35678,9225
35689,8963
35702,8787
35714,8600
35726,8410
35737,8211
35748,8003
35760,7688
35772,7466
35782,7239
35793,7007
35803,6768
35814,6524
35829,6153
35840,5906
35850,5658
35862,5409
35872,5156
35887,4784
35897,4536
35910,4167
35921,3922
35932,3679
35944,3440
35955,3195
35965,2952
35977,2712
35987,2467
36002,2103
36014,1854
36025,1480
36037,1221
36048,831
36062,561
36073,286
36085,8
36097,16108
36108,15671
36124,15370
36136,14918
36149,14615
36161,14160
36176,13866
36187,13426
36198,13143
36209,12866
36220,12599
36232,12206
36244,11952
36256,11708
36267,11466
36279,11224
36291,10871
36302,10636
36315,10396
36326,10159
36338,9669
36355,9415
36369,9023
36382,8753
36395,8328
36411,7880
36427,7409
36443,6923
36456,6422
36472,6087
36485,5586
36497,5253
36509,4927
36524,4444
36535,4130
36547,3822
36559,3362
36572,2905
36598,2309
36615,1853
36629,1397
36644,931
36661,448
36677,118
36689,15997
36700,15649
36713,15303
36726,14774
36737,14421
36749,14072
36761,13728
36773,13231
36785,12913
36796,12602
36808,12154
36823,11734
36836,11460
36847,11190
36861,10791
36878,10391
36892,9987
36905,9714
36916,9433
36932,8996
36944,8538
36955,8222
36967,7890
36979,7549
36992,7013
37003,6649
37015,6284
37026,5915
37039,5369
37054,4836
37067,4486
37079,3974
37091,3636
37104,3307
37115,2818
37127,2494
37138,2168
37150,1847
37163,1352
37174,1018
37186,679
37197,327
37210,16176
37226,15627
37237,15252
37249,14875
37260,14498
37272,14129
37285,13583
37299,13235
37313,12728
37324,12411
37339,11951
37350,11511
37365,11229
37377,10948
37389,10525
37404,10103
37430,9525
37447,8915
37465,8433
37480,8096
37495,7558
37508,7004
37525,6430
37538,6045
37552,5476
37565,4916
37582,4549
37595,4019
37608,3493
37622,3154
37635,2647
37648,2310
37661,1805
37675,1465
37691,945
37705,413
37722,16245
37740,15485
37762,14709
37788,13943
37804,13390
37820,12868
37833,12532
37846,12053
37861,11599
37879,11153
37892,10867
37906,10439
37920,10153
37934,9710
37948,9405
37962,8934
37975,8608
37992,7913
38007,7357
38022,6975
38037,6195
38054,5805
38068,5225
38081,4849
38094,4290
38108,3753
38122,3400
38135,2882
38148,2536
38162,2027
38175,1680
38188,1156
38201,798
38215,67
38233,15875
38248,15487
38264,14894
38280,14309
38295,13737
38309,13182
38323,12828
38338,12326
38352,11848
38368,11246
38391,10665
38411,10228
38427,9782
38441,9478
38456,9003
38471,8504
38485,7976
38500,7420
38514,7035
38530,6443
38544,5844
38559,5261
38575,4875
38589,4314
38602,3771
38615,3415
38628,2891
38642,2370
38655,2020
38669,1500
38683,963
38700,416
38715,16237
38729,15844
38743,15254
38758,14659
38772,14261
38786,13683
38800,13127
38816,12600
38829,12108
38844,11797
38859,11341
38876,10895
38890,10454
38904,10162
38918,9709
38936,9245
38950,8757
38964,8417
38977,7880
38992,7311
39006,6723
39020,6322
39034,5722
39051,5135
39065,4565
39078,4197
39093,3470
39111,3115
39126,2593
39140,2069
39154,1543
39171,1188
39185,642
39199,78
39212,15884
39227,15488
39241,14887
39255,14289
39269,13706
39286,13335
39300,12796
39314,12290
39331,11810
39346,11350
39360,11053
39374,10608
39388,10167
39404,9717
39418,9404
39432,8925
39446,8418
39461,7875
39474,7497
39489,6910
39503,6314
39517,5914
39527,5516
39540,4932
39555,4368
39571,3811
39586,3272
39602,2919
39618,2397
39633,1872
39645,1517
39656,1163
39667,799
39678,241
39693,16238
39705,15848
39717,15450
39728,15048
39740,14449
39753,14056
39763,13670
39774,13296
39785,12934
39796,12417
39810,12088
39820,11769
39830,11460
39841,11163
39852,10720
39866,10425
39877,10129
39888,9829
39900,9364
39912,9042
39925,8707
39936,8361
39947,8003
39958,7441
39970,7052
39985,6654
39997,6251
40009,5649
40019,5257
40029,4868
40042,4491
40053,4116
40065,3569
40075,3215
40085,2859
40098,2333
40111,1984
40123,1629
40135,1098
40151,543
40164,167
40176,16165
40189,15573
40201,14973
40216,14572
40229,14174
40241,13593
40254,13216
40268,12680
40281,12344
40294,11861
40307,11554
40319,11100
40334,10804
40347,10359
40359,10060
40371,9759
40386,9287
40398,8967
40411,8458
40423,8106
40435,7546
40450,7159
40462,6562
40474,6155
40486,5756
40502,5164
40514,4779
40525,4402
40537,3845
40549,3483
40563,2951
40576,2598
40588,2252
40599,1896
40611,1366
40626,1002
40638,639
40650,73
40662,16068
40679,15476
40691,15074
40702,14469
40714,14079
40726,13684
40739,13124
40751,12770
40762,12430
40775,12101
40787,11627
40802,11321
40813,10872
40826,10576
40838,10283
40850,9833
40862,9525
40874,9210
40885,8885
40896,8367
40911,8008
40922,7442
40935,7050
40946,6651
40958,6047
40972,5650
40983,5254
40995,4865
41006,4296
41018,3929
41033,3389
41045,3033
41056,2677
41069,2329
41082,1799
41093,1443
41105,1086
41117,536
41128,156
41143,15955
41155,15560
41166,15157
41179,14756
41191,14159
41205,13768
41217,13393
41228,12847
41240,12505
41251,12004
41267,11689
41278,11384
41290,11083
41301,10641
41314,10346
41327,10049
41338,9589
41349,9274
41361,8947
41375,8440
41387,8082
41399,7712
41410,7134
41423,6737
41436,6333
41449,5732
41461,5330
41473,4944
41484,4372
41498,3999
41509,3638
41520,3099
41532,2748
41545,2398
41556,1870
41569,1517
41581,1159
41593,793
41607,229
41619,16226
41630,15641
41643,15237
41654,14835
41667,14237
41678,13846
41692,13277
41703,12912
41717,12563
41728,12227
41740,11749
41751,11441
41763,11143
41776,10700
41788,10401
41799,10106
41811,9801
41822,9332
41837,9011
41849,8505
41860,8152
41873,7787
41885,7402
41897,6811
41909,6409
41920,6006
41932,5606
41944,5016
41960,4445
41972,4071
41983,3705
41995,3348
42007,2815
42019,2463
42031,2112
42043,1584
42054,1223
42069,676
42087,113
42101,15912
42115,15315
42130,14912
42141,14508
42155,13916
42166,13531
42178,12980
42193,12628
42205,12131
42218,11811
42231,11502
42244,11046
42255,10750
42268,10455
42281,10010
42292,9551
42307,9238
42319,8911
42330,8573
42342,8037
42353,7665
42364,7279
42376,6683
42391,6282
42405,5681
42417,5284
42432,4705
42444,4328
42457,3955
42469,3414
42484,2879
42497,2524
42509,2002
42522,1644
42537,1111
42550,744
42563,186
42576,16178
42589,15589
42603,15186
42615,14782
42628,14184
42640,13792
42654,13232
42667,12870
42680,12354
42692,12028
42707,11552
42719,11251
42732,10954
42744,10512
42757,10065
42771,9763
42785,9293
42799,8968
42811,8458
42828,7918
42840,7545
42853,7157
42865,6557
42878,6155
42892,5554
42906,4968
42919,4582
42933,4207
42946,3659
42959,3298
42972,2769
42984,2415
42996,1893
43009,1535
43025,994
43042,436
43053,16249
43067,15859
43083,15259
43096,14858
43108,14259
43122,13866
43133,13478
43146,12924
43157,12579
43169,12078
43183,11766
43195,11461
43207,11159
43219,10861
43230,10414
43242,10117
43253,9815
43265,9507
43277,9189
43288,8694
43300,8350
43311,7990
43323,7614
43335,7228
43346,6629
43358,6225
43371,5823
43382,5425
43394,4842
43406,4461
43418,4086
43429,3727
43440,3363
43452,2829
43464,2480
43476,2127
43487,1775
43499,1421
43510,875
43521,505
43533,127
43544,16125
43555,15534
43568,15133
43586,14325
43600,13739
43621,13175
43637,12642
43652,11983
43851,6097
43870,5497
43889,4913
43908,4153
43925,3608
43940,3071
43957,2545
43974,2014
43990,1484
44005,942
44020,387
44036,3
44048,15805
44060,15201
44075,14799
44086,14401
44098,14003
44110,13430
44122,13064
44134,12708
44145,12366
44157,11879
44169,11565
44184,11114
44196,10818
44207,10525
44219,10227
44231,9775
44244,9465
44257,9145
44268,8645
44281,8299
44292,7749
44308,7365
44320,6972
44332,6371
44344,5969
44357,5567
44368,4981
44380,4597
44391,4222
44403,3856
44418,3309
44429,2956
44441,2609
44452,2080
44465,1723
44478,1369
44489,826
44507,264
44520,16265
44536,15674
44549,15073
44560,14673
44572,14273
44583,13685
44599,13307
44611,12765
44623,12425
44634,12095
44647,11622
44660,11321
44671,11023
44683,10727
44695,10276
44710,9977
44722,9518
44734,9203
44745,8877
44757,8538
44769,8002
44783,7628
44796,7044
44808,6642
44820,6239
44832,5639
44845,5249
44858,4857
44870,4288
44885,3736
44897,3374
44910,3022
44922,2492
44934,1966
44949,1609
44961,1256
44974,708
44986,334
45001,16138
45014,15751
45026,15147
45038,14742
45050,14142
45064,13752
45076,13372
45088,12832
45101,12490
45116,11995
45128,11681
45141,11223
45153,10922
45164,10627
45177,10331
45187,10032
45198,9729
45209,9264
45220,8938
45230,8598
45242,8249
45253,7882
45265,7502
45276,7110
45290,6513
45302,6112
45314,5709
45326,5316
45338,4926
45352,4356
45363,3987
45374,3619
45385,3260
45396,2904
45410,2376
45422,2028
45434,1674
45446,1321
45458,774
45472,400
45484,20
45495,16016
45506,15420
45517,15015
45530,14612
45541,14216
45552,13824
45563,13259
45574,12898
45589,12548
45601,12211
45613,11730
45625,11421
45637,11122
45650,10828
45661,10534
45672,10086
45683,9784
45694,9477
45707,9157
45718,8827
45729,8309
45740,7946
45751,7572
45765,7185
45776,6587
45788,6187
45799,5779
45811,5385
45824,4802
45835,4420
45847,4049
45858,3505
45871,3146
45887,2618
45898,2265
45910,1914
45921,1562
45933,1022
45946,652
45957,276
45969,16275
45980,15687
45994,15284
46007,14887
46018,14285
46030,13890
46042,13508
46057,12954
46068,12603
46080,12266
46091,11789
46104,11481
46116,11180
46128,10882
46140,10438
46151,10138
46163,9683
46179,9372
46192,9050
46203,8546
46215,8198
46228,7829
