54287,3,-4.995
54287,3,-4.995
54287,3,-4.995
54287,3,-4.995
54287,3,-4.995
54287,26,-4.88
57818,26,-4.88
57818,26,-4.88
57818,26,-4.88
57818,26,-4.88
57818,26,-4.88
57818,26,-4.88
61314,26,-4.88
61314,26,-4.88
61314,26,-4.88
61314,27,-4.875
63804,27,-4.875
63804,27,-4.875
63804,29,-4.865
66042,29,-4.865
66042,29,-4.865
66042,29,-4.865
66042,26,-4.88
68292,26,-4.88
68292,26,-4.88
68292,27,-4.875
70543,27,-4.875
70543,27,-4.875
70543,27,-4.875
70543,28,-4.87
72802,28,-4.87
72802,28,-4.87
72802,30,-4.86
75069,30,-4.86
75069,30,-4.86
75069,30,-4.86
75069,27,-4.875
77332,27,-4.875
77332,27,-4.875
77332,27,-4.875
77332,27,-4.875
79588,27,-4.875
79588,27,-4.875
79588,30,-4.86
81853,30,-4.86
81853,30,-4.86
81853,30,-4.86
81853,28,-4.87
84114,28,-4.87
84114,28,-4.87
84114,26,-4.88
86370,26,-4.88
86370,26,-4.88
86370,26,-4.88
86370,31,-4.855
88622,31,-4.855
88622,31,-4.855
88622,30,-4.86
90867,30,-4.86
90867,30,-4.86
90867,30,-4.86
90867,27,-4.875
93125,27,-4.875
93125,27,-4.875
93125,27,-4.875
93125,30,-4.86
95380,30,-4.86
95380,30,-4.86
95380,28,-4.87
97639,28,-4.87
97639,28,-4.87
97639,28,-4.87
97639,29,-4.865
99890,29,-4.865
99890,29,-4.865
99890,26,-4.88
102150,26,-4.88
102150,26,-4.88
102150,26,-4.88
102150,27,-4.875
104416,27,-4.875
104416,27,-4.875
104416,27,-4.875
104416,27,-4.875
106682,27,-4.875
106682,27,-4.875
106682,27,-4.875
108943,27,-4.875
108943,27,-4.875
108943,27,-4.875
108943,521,-2.4050000000000002
111206,521,-2.4050000000000002
111206,521,-2.4050000000000002
111206,2099,5.485
113506,2099,5.485
113506,2099,5.485
113506,2099,5.485
113506,2922,9.6
115766,2922,9.6
115766,2922,9.6
115766,3713,13.555
115766,3713,13.555
118030,3713,13.555
118030,3713,13.555
118030,4271,16.345
120287,4271,16.345
120287,4271,16.345
120287,4271,16.345
120287,4806,19.02
122556,4806,19.02
122556,4806,19.02
122556,5551,22.745
124816,5551,22.745
124816,5551,22.745
124816,5551,22.745
124816,6181,25.895
127055,6181,25.895
127055,6181,25.895
127055,7210,31.04
129310,7210,31.04
129310,7210,31.04
129310,7210,31.04
129310,8090,35.44
131570,8090,35.44
131570,8090,35.44
131570,8090,35.44
